epoch,lr,loss,iou,val_loss,val_iou
0.0,0.0003,0.5309342633755434,0.6649221407345388,0.4774937811825011,0.7079475231906616
1.0,0.0003,0.44805489480495453,0.7755257479907752,0.46638281146685284,0.7466272121969241
2.0,0.0003,0.43301451002203284,0.7891407850565647,0.4619888944758309,0.7550502512596162
3.0,0.0003,0.3652668853866912,0.7630106195560693,0.3691910579800606,0.6486321654644946
4.0,0.0003,0.6087743808027535,0.3426045402943546,0.5262880176305771,0.5379456958338279
5.0,0.0003,0.5194220615639573,0.4992700240446305,0.8825327290429009,0.21125645156153136
6.0,0.0003,0.6367791044481453,0.3754979375275723,0.8864008022679223,1.4151143782128749e-07
7.0,0.0003,0.6932152957611141,0.17689928907181163,0.5918431273765035,0.49205458319084694
8.0,0.0003,0.4543203627690673,0.626562314471075,0.36513280330432785,0.7013492883105251
9.0,0.0003,0.41873109047966345,0.6538703362014524,0.4851761476861106,0.6147460653363062
10.0,0.0003,0.42648546694822254,0.6302750643906081,0.4851754531264305,0.5909340376789272
11.0,0.0003,0.5410769934810343,0.4971922110335081,0.47053031375010806,0.5727333607295769
12.0,0.0003,0.37070677518135026,0.6732413063524635,0.3685787088341183,0.6605441149748208
13.0,0.0003,0.4423651020707829,0.6150075774078326,0.5427482409609689,0.5515123326969013
14.0,0.0003,0.4140282237813586,0.6883484100621231,0.3798055752283997,0.6828786918827157
15.0,0.0003,0.33448084306326653,0.728931453882125,0.3949964973661635,0.623563082726222
16.0,0.0003,0.3118971730582416,0.7363080435323877,0.6293218317959044,0.5908953403388546
17.0,0.0003,0.3293996023546372,0.7260362782440096,0.32159407022926545,0.6776844094004367
18.0,0.0003,0.3140600471358214,0.7269778560589077,0.6853244610958629,0.36529525547830033
19.0,0.0003,0.3686648079726313,0.6855075326740462,0.5138494397203127,0.5603388848478371
20.0,0.0003,0.3199516133893104,0.7368133275110337,0.2856170708934466,0.7021372456910453
21.0,0.0003,0.2865401160504137,0.7380949487683433,0.2978973430063989,0.7218437338810365
22.0,0.0003,0.26748219558170866,0.7582942957191269,0.2789665133588844,0.7168666289157402
23.0,0.0003,0.2346277818128112,0.7805984007121463,0.26534143711129826,0.7202275517565225
24.0,0.0003,0.28016212063708473,0.7564827234289639,0.3030335319538911,0.7260400411112371
25.0,0.0003,0.4453781157998102,0.5625173347706944,0.4769938455687629,0.6039236131058303
26.0,0.0003,0.3755416964136419,0.6843320367871968,0.31914367319809067,0.701420644479547
27.0,0.0003,0.3078270088881254,0.7199822578791328,0.2997056593497594,0.7052378370708418
28.0,0.0003,0.2871993122444976,0.7490971924997062,0.37004560480515164,0.6846318381670985
29.0,0.0003,0.34363977216361535,0.7267134078292785,0.3242594901886251,0.7102275652242278
30.0,0.0003,0.29146356173303156,0.739303210965257,0.31273651495575905,0.7055568416832115
31.0,0.0003,0.2726307940181522,0.7592065687767507,0.28684943376315963,0.716186835626978
32.0,0.0003,0.23812532234227374,0.7785107300086999,0.2895629190736347,0.7128652385411152
33.0,0.0003,0.23209506812106287,0.7848835809365275,0.28841672216852504,0.7195817679557109
34.0,0.0003,0.24813415591294566,0.7738340750303807,0.3277676734659407,0.6970379922503007
35.0,0.0003,0.3792864289134741,0.6703494013218882,0.6836028297742208,0.4694001500792761
